,timestamp,symbol,price_usd
0,2021-01-06 00:05:13,BTC,34083.23723973769
0,2021-01-06 00:10:13,BTC,33883.49976725437
0,2021-01-06 00:15:13,BTC,33858.4768953079
0,2021-01-06 00:20:12,BTC,33702.68179502213
0,2021-01-06 00:25:12,BTC,33584.40926995102
0,2021-01-06 00:30:12,BTC,33570.45123566861
0,2021-01-06 00:35:12,BTC,33790.94557833149
0,2021-01-06 00:40:12,BTC,33780.16124430234
0,2021-01-06 00:45:13,BTC,33883.88846405739
0,2021-01-06 00:50:12,BTC,33855.65681997385
0,2021-01-06 00:55:12,BTC,33869.04350682166
0,2021-01-06 01:00:13,BTC,34023.48215790428
0,2021-01-06 01:05:13,BTC,33923.625590962205
0,2021-01-06 01:10:12,BTC,33877.79915320889
0,2021-01-06 01:15:12,BTC,33983.20376124181
0,2021-01-06 01:20:12,BTC,33966.14349033218
0,2021-01-06 01:25:12,BTC,33875.38455401297
0,2021-01-06 01:30:12,BTC,33793.901037432595
0,2021-01-06 01:35:12,BTC,33666.92139034401
0,2021-01-06 01:40:13,BTC,33672.27938380049
0,2021-01-06 01:45:12,BTC,33736.737325871174
0,2021-01-06 01:50:12,BTC,33665.70169306055
0,2021-01-06 01:55:13,BTC,33776.24396307689
0,2021-01-06 02:00:13,BTC,33871.85882987739
0,2021-01-06 02:05:12,BTC,33971.31559473366
0,2021-01-06 02:10:12,BTC,34048.48342454957
0,2021-01-06 02:15:12,BTC,34065.14413166178
0,2021-01-06 02:20:12,BTC,34144.67813903195
0,2021-01-06 02:25:12,BTC,34099.85010138892
0,2021-01-06 02:30:12,BTC,33925.93895231149
0,2021-01-06 02:35:12,BTC,33974.934179969365
0,2021-01-06 02:40:13,BTC,34097.19887815766
0,2021-01-06 02:45:12,BTC,34123.872150211166
0,2021-01-06 02:50:12,BTC,34136.459369806056
0,2021-01-06 02:55:13,BTC,34037.05142961946
0,2021-01-06 03:00:12,BTC,33944.250788660844
0,2021-01-06 03:05:12,BTC,34048.16456310752
0,2021-01-06 03:10:12,BTC,33882.93736802382
0,2021-01-06 03:15:12,BTC,33913.99856176526
0,2021-01-06 03:20:12,BTC,33860.00335572009
0,2021-01-06 03:25:12,BTC,33845.10270230898
0,2021-01-06 03:30:13,BTC,33875.985503644944
0,2021-01-06 03:35:12,BTC,33840.09297733325
0,2021-01-06 03:40:12,BTC,33896.68287140003
0,2021-01-06 03:45:13,BTC,33898.10744376804
0,2021-01-06 03:50:13,BTC,33985.120078355336
0,2021-01-06 03:55:12,BTC,33995.89720679201
0,2021-01-06 04:00:12,BTC,34104.08255220094
0,2021-01-06 04:05:12,BTC,34187.62559889783
0,2021-01-06 04:10:12,BTC,34228.45985079417
0,2021-01-06 04:15:12,BTC,34519.38282192491
0,2021-01-06 04:20:12,BTC,34602.338916035085
0,2021-01-06 04:25:13,BTC,34693.052915301145
0,2021-01-06 04:30:12,BTC,35341.797381917626
0,2021-01-06 04:35:13,BTC,35182.57676651694
0,2021-01-06 04:40:12,BTC,35252.154324838666
0,2021-01-06 04:45:12,BTC,35333.12445365005
0,2021-01-06 04:50:12,BTC,35160.41717253699
0,2021-01-06 04:55:12,BTC,35351.32598336643
0,2021-01-06 05:00:15,BTC,35483.20683479331
0,2021-01-06 05:05:12,BTC,35520.672145432705
0,2021-01-06 05:10:12,BTC,35392.65564680001
0,2021-01-06 05:15:12,BTC,35293.59515945442
0,2021-01-06 05:20:12,BTC,35234.45174362259
0,2021-01-06 05:25:13,BTC,35216.61371304075
0,2021-01-06 05:30:13,BTC,35302.227002282685
0,2021-01-06 05:35:13,BTC,35295.856996353425
0,2021-01-06 05:40:12,BTC,35144.147173564335
0,2021-01-06 05:45:12,BTC,34961.799357678865
0,2021-01-06 05:50:12,BTC,34895.72687709618
0,2021-01-06 05:55:12,BTC,34941.7620902611
0,2021-01-06 06:00:12,BTC,34977.164951488834
0,2021-01-06 06:05:12,BTC,34983.600313151146
0,2021-01-06 06:10:12,BTC,35072.127508822065
0,2021-01-06 06:15:12,BTC,35144.54460642664
0,2021-01-06 06:20:12,BTC,35128.43224998437
0,2021-01-06 06:25:13,BTC,35172.45570953693
0,2021-01-06 06:30:13,BTC,35223.74524975471
0,2021-01-06 06:35:13,BTC,35124.16166644626
0,2021-01-06 06:40:12,BTC,36199.427346380726
0,2021-01-06 06:45:12,BTC,36222.188790288026
0,2021-01-06 06:50:12,BTC,36206.14666139039
0,2021-01-06 06:55:12,BTC,36228.64985152685
0,2021-01-06 07:00:13,BTC,36195.043995034954
0,2021-01-06 07:05:12,BTC,36331.05768191077
0,2021-01-06 07:10:12,BTC,36352.24379125737
0,2021-01-06 07:15:12,BTC,36247.118372002136
0,2021-01-06 07:20:13,BTC,36201.9427024445
