,timestamp,symbol,price_usd
0,2021-01-06 00:05:13,XRP,0.22652740030954
0,2021-01-06 00:10:13,XRP,0.22502609996931
0,2021-01-06 00:15:13,XRP,0.22568971920826
0,2021-01-06 00:20:12,XRP,0.22452666493057
0,2021-01-06 00:25:12,XRP,0.223464156141
0,2021-01-06 00:30:12,XRP,0.22383249170298
0,2021-01-06 00:35:12,XRP,0.22375431415952
0,2021-01-06 00:40:12,XRP,0.22441096443035
0,2021-01-06 00:45:13,XRP,0.22732776678
0,2021-01-06 00:50:12,XRP,0.23386066596506
0,2021-01-06 00:55:12,XRP,0.2317112562465
0,2021-01-06 01:00:13,XRP,0.23033271769919
0,2021-01-06 01:05:13,XRP,0.22916995722648
0,2021-01-06 01:10:12,XRP,0.22843178350441
0,2021-01-06 01:15:12,XRP,0.22940680845584
0,2021-01-06 01:20:12,XRP,0.22915799955356
0,2021-01-06 01:25:12,XRP,0.2291687543434
0,2021-01-06 01:30:12,XRP,0.22897560719061
0,2021-01-06 01:35:12,XRP,0.22839788574806
0,2021-01-06 01:40:13,XRP,0.22769214068943
0,2021-01-06 01:45:12,XRP,0.22772628670058
0,2021-01-06 01:50:12,XRP,0.22715220111096
0,2021-01-06 01:55:13,XRP,0.22633126491701
0,2021-01-06 02:00:13,XRP,0.22701450346149
0,2021-01-06 02:05:12,XRP,0.22655677808912
0,2021-01-06 02:10:12,XRP,0.22760242765837
0,2021-01-06 02:15:12,XRP,0.22745136439378
0,2021-01-06 02:20:12,XRP,0.22770039416181
0,2021-01-06 02:25:12,XRP,0.22720838179876
0,2021-01-06 02:30:12,XRP,0.22666153399876
0,2021-01-06 02:35:12,XRP,0.22681010263636
0,2021-01-06 02:40:13,XRP,0.22666137916628
0,2021-01-06 02:45:12,XRP,0.22630751813498
0,2021-01-06 02:50:12,XRP,0.22640781467194
0,2021-01-06 02:55:13,XRP,0.22685761080884
0,2021-01-06 03:00:12,XRP,0.22645784429409
0,2021-01-06 03:05:12,XRP,0.22676098685431
0,2021-01-06 03:10:12,XRP,0.22700785308972
0,2021-01-06 03:15:12,XRP,0.22663363862201
0,2021-01-06 03:20:12,XRP,0.22626670411255
0,2021-01-06 03:25:12,XRP,0.22618046487477
0,2021-01-06 03:30:13,XRP,0.22616551970055
0,2021-01-06 03:35:12,XRP,0.22494248231862
0,2021-01-06 03:40:12,XRP,0.22495125578548
0,2021-01-06 03:45:13,XRP,0.22530506747036
0,2021-01-06 03:50:13,XRP,0.22586139389245
0,2021-01-06 03:55:12,XRP,0.22548274640242
0,2021-01-06 04:00:12,XRP,0.2258937021437
0,2021-01-06 04:05:12,XRP,0.22624025779295
0,2021-01-06 04:10:12,XRP,0.22613781033336
0,2021-01-06 04:15:12,XRP,0.22649398477664
0,2021-01-06 04:20:12,XRP,0.2269930297709
0,2021-01-06 04:25:13,XRP,0.22764594043764
0,2021-01-06 04:30:12,XRP,0.22866627823509
0,2021-01-06 04:35:13,XRP,0.2274450241295
0,2021-01-06 04:40:12,XRP,0.22745431726267
0,2021-01-06 04:45:12,XRP,0.22767381607217
0,2021-01-06 04:50:12,XRP,0.22778699320185
0,2021-01-06 04:55:12,XRP,0.22812821159692
0,2021-01-06 05:00:15,XRP,0.22821948881613
0,2021-01-06 05:05:12,XRP,0.22792811482205
0,2021-01-06 05:10:12,XRP,0.22799575545891
0,2021-01-06 05:15:12,XRP,0.22811814303638
0,2021-01-06 05:20:12,XRP,0.22816027718864
0,2021-01-06 05:25:13,XRP,0.22757590525712
0,2021-01-06 05:30:13,XRP,0.22718990758384
0,2021-01-06 05:35:13,XRP,0.22752077939887
0,2021-01-06 05:40:12,XRP,0.22726647824344
0,2021-01-06 05:45:12,XRP,0.22688838785866
0,2021-01-06 05:50:12,XRP,0.22641273468227
0,2021-01-06 05:55:12,XRP,0.22624942031566
0,2021-01-06 06:00:12,XRP,0.22649924799525
0,2021-01-06 06:05:12,XRP,0.22616416540575
0,2021-01-06 06:10:12,XRP,0.22716705175849
0,2021-01-06 06:15:12,XRP,0.22656951819242
0,2021-01-06 06:20:12,XRP,0.22629179150142
0,2021-01-06 06:25:13,XRP,0.22645067290042
0,2021-01-06 06:30:13,XRP,0.22625739076243
0,2021-01-06 06:35:13,XRP,0.22670835032451
0,2021-01-06 06:40:12,XRP,0.22638533856128
0,2021-01-06 06:45:12,XRP,0.22629001590572
0,2021-01-06 06:50:12,XRP,0.22632299932797
0,2021-01-06 06:55:12,XRP,0.22689443104974
0,2021-01-06 07:00:13,XRP,0.22701948426502
0,2021-01-06 07:05:12,XRP,0.22704640341928
0,2021-01-06 07:10:12,XRP,0.22727703189769
0,2021-01-06 07:15:12,XRP,0.22720870747017
0,2021-01-06 07:20:13,XRP,0.22712853038253
0,2021-01-06 07:25:13,XRP,0.22741100814774
0,2021-01-06 07:30:13,XRP,0.22909964890202
0,2021-01-06 07:35:12,XRP,0.22931170215628
0,2021-01-06 07:40:12,XRP,0.22925768291468
0,2021-01-06 07:45:13,XRP,0.22904131129924
0,2021-01-06 07:50:12,XRP,0.22779819476659
0,2021-01-06 07:55:12,XRP,0.227866013
0,2021-01-06 08:00:13,XRP,0.22819060943297
0,2021-01-06 08:05:12,XRP,0.22911177453855
0,2021-01-06 08:10:12,XRP,0.2291554647935
0,2021-01-06 08:15:13,XRP,0.22913773145326
0,2021-01-06 08:20:13,XRP,0.22792780750622
0,2021-01-06 08:25:12,XRP,0.22678745551704
0,2021-01-06 08:30:12,XRP,0.2268455219441
0,2021-01-06 08:35:12,XRP,0.22658630035837
0,2021-01-06 08:40:12,XRP,0.22677210498203
0,2021-01-06 08:45:12,XRP,0.22696022227445
0,2021-01-06 08:50:12,XRP,0.22699061194045
0,2021-01-06 08:55:12,XRP,0.22723592950094
0,2021-01-06 09:00:13,XRP,0.22731840590998
0,2021-01-06 09:05:13,XRP,0.22716586781021
0,2021-01-06 09:10:12,XRP,0.22686263775215
0,2021-01-06 09:15:12,XRP,0.22672809263417
0,2021-01-06 09:20:12,XRP,0.22594423525583
0,2021-01-06 09:25:12,XRP,0.22594128389691
0,2021-01-06 09:30:12,XRP,0.22647262026043
0,2021-01-06 09:35:12,XRP,0.22658254057424
0,2021-01-06 09:40:12,XRP,0.22673746453019
0,2021-01-06 09:45:12,XRP,0.22700383529918
0,2021-01-06 09:50:12,XRP,0.22718947619648
0,2021-01-06 09:55:13,XRP,0.22725369315804
0,2021-01-06 10:00:13,XRP,0.22729269330769
0,2021-01-06 10:05:13,XRP,0.22753327354692
0,2021-01-06 10:10:13,XRP,0.22731249669235
0,2021-01-06 10:15:12,XRP,0.22722103996573
0,2021-01-06 10:20:12,XRP,0.22732839543115
0,2021-01-06 10:25:12,XRP,0.22737500833158
0,2021-01-06 10:30:12,XRP,0.22697312907272
0,2021-01-06 10:35:12,XRP,0.22714836227043
0,2021-01-06 10:40:12,XRP,0.22731701785491
0,2021-01-06 10:45:13,XRP,0.22755546540548
0,2021-01-06 10:50:13,XRP,0.22760772270515
0,2021-01-06 10:55:13,XRP,0.2275420619766
0,2021-01-06 11:00:15,XRP,0.22781264253331
0,2021-01-06 11:05:13,XRP,0.2309201911664
0,2021-01-06 11:10:13,XRP,0.23232670109099
0,2021-01-06 11:15:12,XRP,0.23128234516782
0,2021-01-06 11:20:12,XRP,0.2296584049656
0,2021-01-06 11:25:12,XRP,0.22982147901509
0,2021-01-06 20:11:17,XRP,0.24439086144869
0,2021-01-06 20:15:14,XRP,0.24182311655257
0,2021-01-06 20:20:12,XRP,0.24264292987166
0,2021-01-06 20:25:13,XRP,0.24468099549439
0,2021-01-06 20:30:12,XRP,0.24503798485503
0,2021-01-06 20:35:12,XRP,0.24535494555958
0,2021-01-06 20:40:12,XRP,0.24512988827555
0,2021-01-06 20:45:12,XRP,0.24568955568497
0,2021-01-06 20:50:12,XRP,0.24810421784839
0,2021-01-06 20:55:12,XRP,0.24782967066622
0,2021-01-06 21:00:14,XRP,0.24636457877636
0,2021-01-06 21:05:12,XRP,0.24674027069956
0,2021-01-06 21:10:13,XRP,0.24686170506018
0,2021-01-06 21:15:13,XRP,0.24948307893147
0,2021-01-06 21:20:13,XRP,0.24722211388522
0,2021-01-06 21:25:12,XRP,0.24675605252948
0,2021-01-06 21:30:12,XRP,0.24658729791231
0,2021-01-06 21:35:12,XRP,0.24747014863273
0,2021-01-06 21:40:12,XRP,0.2476818073403
0,2021-01-06 21:45:13,XRP,0.24738602701204
0,2021-01-06 21:50:12,XRP,0.24805062138485
0,2021-01-06 21:55:12,XRP,0.24900130148348
0,2021-01-06 22:00:16,XRP,0.2483769102908
0,2021-01-06 22:05:13,XRP,0.24797693713091
0,2021-01-06 22:10:13,XRP,0.24779853582799
0,2021-01-06 22:15:13,XRP,0.24917013490428
0,2021-01-06 22:20:12,XRP,0.2496735343796
0,2021-01-06 22:25:12,XRP,0.24959411322273
